,text_a,label
16640,virus nya corona penyakit nya serakah huf,no
16641,panik mending simak info temanhidupsehat gue yg ngasih info anti bokis virus corona nih halodoc https t co msxh8dcrvt,no
16642,corona terdeteksi indo stay healthy stay safe yah semuanyagy gy gy oegy oegy oegy oegy oegy oe,no
16643,warning virus corona simak hal diperhatikan pakai masker https t co n93zqf8ogc,yes
16644,2 wni positif corona penumpang transjakarta dimbau pakai masker berita trans https t co zepagdjzh1 beritatrans,yes
16645,suer gw ga habis pikir yah ancaman penyakit corona eh oknum ngambil keuntungan jadikan bisnis masker anti septik gila an lu tuhan ga sih waras dimanakah letak hati nurani manusia mu konon manusia,yes
16646,hermana t arifin2zainal corona dibikin alasan,no
16647,gubernur jabar kang emil ridwankamil jabar siaga 1 virus corona covid 19 warga depok dinyatakan positif terpapar virus tersebutgy https t co 4d1c1oo8z6,yes
16648,kejadian kemarin in get yaaa minggu minggu bulanan byk yg stok bulanan krna y jadwal belanja bulanan ad a nya corona yg tbiasa belanja bulanan yg usaha retail belanja byk hati2 virus hoax mengintai https t co eehxcjbcqb,no
16649,indonesia temukan virus corona masyarakat himbau menjauh korban kabar ya psikologi beritakan innalillahi,yes
16650,khawatir corona baca tips mending cek langsung apps temanhidupsehat gue https t co iewwvv4n4n 68bdf4 halodoc,no
16651,corona bercandaan hinaan soalah olah virus bkal mempan menyerang primbumi nyata nya virus mewabah aneh nya buka nya prihatin menyalahkan semoga keluarga yg terkena virus tabah pulih sprt dijauhakan dr amin,no
16652,pulang sekolah liat trending nomer 1 depok nya tau tau virus coronagy gy gy gy langsung lemes yg kena depok deket rumahhhhgy gy gy gy gy gy gy gy gy gy gy,no
16653,faizalassegaf mohmahfudmd mnunggu menko mohmahfudmd yg sombong nya indonesia zero aman corona,yes
16654,bertemanm indonesia ribuan pulau turis asing dr cina masuk diundang deteksi virus corona yg gk bandara aja alakadar sj diperiksa sungguh ajaib kalo menkopolhukam claim 62 bersih corona,yes
16655,pantesan pagi pas apotek kepikiran beli masker tp ditepis krn eh gatau nya skrg mlh berita corona tau gt beliiigy,no
16656,okezonenews inna lillahi in i bukti orang ketularan corona moga menyebar,no
16657,ribut2 corona masuk indonesia skrg udah gejala2 flu sereeemmm,yes
16658,giapratamamd kritis dok teman direkomendasikan memakai masker tenaga medis daerah karantina menyambut suspect corona memakai hazmat suit ya dok in case netizen paham hazmat hazard material https t co l6et7wnmwv,no
16659,wali kota respon siaga 1 corona pemprov jabar https t co gywl70cmvx,yes
16660,arab saudi umumkan virusa corona https t co 110vm4pxar https t co qu2jfjzp9g,yes
16661,anaksemut4 wartapolitik ridwankamil nya yg dibantah drun gubernur jabar mengiyakan yg terkena corona adl warga depok jabar,yes
16662,subtanyarl corona going on there semoga save ya teman teman,no
16663,mari tunggu kabar rs mitra dipanggil utk penjelasan kabar yg beredar gy 3 idris perawat rumah sakit depok terindikasi virus corona republika online mobile https t co k4g6tilfpw,yes
16664,jan bahas bahas corona gue parno ni,no
16665,panik mending simak info temanhidupsehat gue yg ngasih info anti bokis virus corona nih halodoc https t co katrdbsgf8,no
16666,indonesia declare bebas corona negara2 gak percaya krn yg berbohong,yes
16667,animalfess2 corona virus binatang beda dgn yg rame menyerang manusia ya nder https t co fnk9wh2ii3,yes
16668,fix acin bebas virus corona https t co m3ejzggtkx,no
16669,gue wa temen jkt stress denger corona jkt sampe mati ga masker dimana2 please mode nya waspada panik depresi covid19indonesia,no
16670,indonesia confirmed 2 covid 19 cases presiden joko widodo resmi 2 orang terjangkit virus corona depok jawa barat wn jepang tinggal malaysia bertamu rumah covid19indonesia coronavirusindonesia,yes
16671,plisss etika batuk bersin jgn disembur ya su kalo corona jg nggilani https t co fp2678yb3z,no
16672,menkes 2 orang positif corona rumah nya depok gy ko mendadak gy 0 dibatalkan nya jamaah umroh we have to believe gy 0 or hubungan nya dgn date line pembayaran hutang be rdasarkan pengalaman uang first travel tdk jamaah https t co mhfcfsolxj,yes
16673,ermaaa fucek emang tu org a org kyk gitu sasaran corona,no
16674,polres bangka barat tips menghindari wabah virus corona https t co qrfdvivh3x https t co 6gigvdkvqs,yes
16675,64 rumah sakit bumn bersiaga sosialisasi infeksi virus corona indonesia bumnlawancorona https t co mleoa1xozz,yes
16676,ferdinandhaean2 dongok kemaren loe nyinyir anies tanggap corona loe ngomong https t co 4cr12njm6z,yes
16677,penundaan https t co tkftoehebx,no
16678,https t co ssly7omrz5 salah utk proteksi jadiandalan covid19,no
16679,kantor panik corona virus,yes
16680,gak banget oncom berita mu media indonesia gak mengedukasi banget gy gy gy dah tau warga 62 panik tuh heboh banget ditambah2in gy sih ya konten amp traffic gy nya perbanyak share pengetahuan ttg corona berita jadul gy gy f https t co fkgjv8ja1b,no
16681,corona indonesia suspect berdomisili depok teman kantor ku yah gak dah gue minggu margo city,yes
16682,geloraco corona jg ekonomi udh lesu menyalahkan virus corona menutupi ketidakmampuan pemerintah,yes
16683,basahin basahin kena corona mti lu,no
16684,merebank nya virus corona memelihata tasa tahut bumnlawancorona https t co aqdwc8hsfq,no
16685,kepri status waspada corona plt gubernur imbau masyarakat panik https t co rsgwkwmue5,yes
16686,bagus skill komunikasi beliau cocok in i tergantung perspektif menkes https t co opozlalj84,no
16687,twitpos zarazettirazr orang positf buru buru menetapkan status klb panik menkes ngga asyik gy gy,no
16688,your2rl salah kaprah nih who menkes yg pake masker yg sakit yg sehat full bodysuit dokter udah pake medical googles aja masi tembus corona g nimbun bginian,yes
16689,detikcom agus calon menkes nih,no
16690,loh menkes sembuh ngapai capek2 https t co ij7haqwdgg,no
16691,tan markonah ngapain menkes pake masker sakit https t co cgyvvwxjvr,no
16692,bpjs kesehatan menanggung penyakit corona krn masuk katagori penyakit yg menimbulkan wabah kepmenkes ri nomor hk 01 07 menkes 104 2020 gy gy gy kalo virus bohongisasi katagori penyakit yg menimbulkan wabah ga ya doel gy gy gy https t co lvnqz1nhkn,yes
16693,ferdinandhaean2 aniesbaswedan abang lucu tugas menkes dikasih gubernur gy,no
16694,weleh weleh 2 pejabat pemerintah negeri menerapkan kiss simpang siur menkes menyarankan istighosah membatasi wna negara masuk ri https t co wxns7rbj6i,yes
16695,minang parewa mudah2an menkes yg duluan kena corona,no
16696,negeri salah urus pemerintah kayak gak ngasih kontribusi apa masker sepele gak tanggapan serius pemerintah menkes intervensi pasaran masker biar gak terdistorsi kayak gini kacau https t co 4dolmvivtv,no
16697,ferdinandhaean2 aniesbaswedan hak u nyuruh2 anies klo emg hak tugas kn menkes yg sllu membantah corona,no
16698,kemarin media gitu pas presscon menkes headline ga ambil yg informatif yg kontroversi udah gitu sepotong kampret emang media https t co nrfmjbthlc,no
16699,rmol id zarazettirazr data darimana menkes udah kali mengeluarkan kalimat info gak valid lho covid merebak,no
16700,zulputra ricky hf kemenkesri maen cocok2 aje menkes aje kagak ade bilang getogy,no
16701,presiden jokowi menkes ga bicara dg wartawan deh biar pake juru bicara pernyataan2 nya bikin gaduh cenderung rakyat jd abai kehati hatian,no
16702,kang sepatu gt menkes https t co htf9dxtrt8,no
16703,abetpunx sih auto mudeng maksud menkes mereka2 yg modal pengetahuan kesehatan gy faoeoegy aka resonansi gitu miris nya headline2 ga yg dibikin media2 bikin bias gimana masyarakat well educated coba,no
16704,kemaren kemaren ngatain gue pake masker kaya wibu kena corona gue pengen liat komuk komuk nya pake masker ngga enak ga jilat ludah,no
16705,isari68 yg salah ucapan menkes,no
16706,zarazettirazr kompastv layak menkes nih org,no
16707,wni positif virus corona menkes terawan dianggap bodohan https t co b2fpvbwhdn,yes
16708,semoga keluarga mu ya menkes yg korban pecatterawan https t co 1lyxfgc9mu,no
16709,ga nyalahin sih ilmu beliau kita lomba beli masker masker nya yg sakit aja engga pake masker udah edu kalo masker ga seefektif menkes bilang gini dijudge heran oalah 62 https t co hjy5rlona0,no
16710,menkes aja bingung tolol https t co b9jkbwamfl,no
16711,fadlizon msaid didu menkes menyarankan positif otak positif pikiran positif hati positif obat klo otak pikiran negatif imun tubuh rentan koruptor kaya raya rangkap jabatan rentan akn penyakit,yes
16712,mitigasi virus corona arus informasi yg kredibel melindungi idenritas pasien berdoa menkes gagasan mitigasi,yes
16713,menkes dituding sok hebat terkait virus corona fadli zon arogansi nya https t co lhrdbj1hrg,yes
16714,ustadtengkuzul menghambat investasi kali ya masabodoh virus korona menkes pecatan idi statmen nya ngeles melulu,no
16715,elisa jkt sayang nya karna menkes omong nya suka ngaco pejabat level menteri masyarakat percaya dg sumber reami pemerintah,no
16716,romitsut menkes lip service doang,no
16717,julianike31 detikcom takviri menkes jg gimana media menyikapi nya ya klau tp lebih2 ya heboh judul nya lebay isi berita nya aja yng ditkut kalo orang baca judul nya aja bisa2 jd salah kaprah,no
16718,anggota kabinet jokowi kluarkan pernyataan yg suka memancing kegaduhan lakukan tugas berguna rakyat https t co z0i5rljrwe,yes
16719,absolutia menkes belajar akoetata kataak ahli nya,no
16720,gajahpolkadot spt menkes singapur masuk akal bandingin mers sars skala nya global,yes
16721,fadlizon ucapan menkes sperti nih yg mmbuat allah marah arogan sombong bgt luh,no
16722,pita chant ardanata yg sih hoax mka nya fahira idris dilaporkan info valid dr ri 1 dr menkes manusia h nya sebarkan panic attack kegaduhan,no
16723,salahsambungya tuh gagal paham gy masyarakat terjangkit sars mers membandingkan memahami yg dibandingkan kemiripan kekerabatan virus menkes negara pakai pembanding cacar air,no
16724,kompascom nya virus sembuh spt menkes,no
16725,tp pernyataan tdk muncul publik krn mispersepsi olah korban kelinci percobaan lab logika publik sensitifan banget tensi nya pakai narasi yg https t co 9svce4lnr2,no
16726,selaherself gaya komunikasi menkes buruk tbh paham tp ngomong nya gaenak gak peka kepanikan rakyat pejabat nya gabisa komunikasi ketemu rakyat nya yg udah bodoh ya marriage disaster,no
16727,pengamat menkes terawan anggap remeh virus corona penyakit https t co ymsbb7gg6y https t co ifkgdtbp2v,yes
16728,btw jokowi menkes pakai masker ga skrg https t co hgh0fgqm6n,no
16729,do ra dong menkes kekebalan yg virus menghadapi nya sombongsekali azaballah,no
16730,tvonenews lupa undang menkes datuk,no
16731,aniesbaswedan dinkesjkt dkijakarta solusi banjir corona sdh yg ngurusin jgn merangkap menkes,no
16732,kurawa omongan menkes emang dipotong dijadikan judul berita nya klikbait kalo baca isi berita nya logis ga nakut2in kayak si abud,no
16733,msaid didu pake masker orang yg sakit menkes https t co tkibkfixzp,no
16734,dr tompi nailulkarimah rahung menkes kya gtu ya heran be ner bener heran bang,no
16735,joesuistanjung gak taulah menkes kemarin bandingin dgn flu batpil kesan nya mati penyakit stroke jantungan kanker jg koit gy,no
16736,tempodotco menkes demam gak,no
16737,tribunnews ieu menkes meni matak pikasebeleun pisan,no
16738,zarazettirazr doakan aja menkes kena korona,no
16739,menteri kesehatan terawan agus masyarakat khawatir berlebih memborong masker menjaga virus corona viruscoronaindonesia https t co cuh61gam9t,yes
16740,2 orang positif corona ri penjelasan menkes terawan stoppaniklawancorona https t co l7ae7min5f https t co wbtrzzgnma,yes
16741,ekowboy2 iip tgr bentar statment dr menkes masker mahal suruh beli,yes
16742,fadli zon peringatkan menkes terawan sok hebat amp sok jagoan https t co ac8jtybowm,no
16743,gitushka ya bener sih menkes ngomong kl yg sehat ga masker biar masy ga panik amp mafia masker ga kegirangan emang gerakan relawan2 masker massal dibagikan kayak singapur butuh dorongan kearah situ mengharapkan pemerintah gy,yes
16744,katrina so9 aniesbaswedan ap sih menkes gubernur dki heran sehat2 ya guys jaga kebersihan,no
16745,nongandah marikarahman yg menkes spt pepatah yunani ora et labora me nsana in corpore sano yunani ora ora panik selagi badan sehat gaperlu kompor kesana kemari gy,no
16746,pengamat nilai terawan anggap remeh virus corona akoeparah menkesak https t co qgkuarogdd https t co pj6dglhdbh,yes
16747,abetpunx emang beda menkes singapura kasi info nya tuh faktual,yes
16748,satoedoeasatoe menkes yg aneh,no
16749,na dirs heran menkes beliau publik figure nya bijak memilih walopun maksud nya jabat bikin pernyataan viral setuju pakai jubir,no
16750,sweetpeony15 keziapriscilla detikcom coba baca berita data yg si ninisdudul suspect wilayah nya jg ngaku2 data dri menkes ri sbnar nya pengalihan isu si ninis doang,no
16751,bananahoe jordiwlndr menkes pecat nih kasih kabar presiden gak valid,no
16752,kangdede78 aniesbaswedan uki23 iina surbakti sahal as andreopa dagadgetboi rizkir4madani tsamaradki candraasmara85 arjuno ireng01 anto winarno udah ga ribut lg kondisi gini nya bersatu biarkan sj pemimpin sesuai nya masing2 yg kyk menkes yg dgn cengegesan anggap enteng rakyat yg lbh tenang dgn sprt jg yg anies yg sistematis tanggap berhati2,no
16753,bingung ajakan https t co 43r7xhz3xj,no
16754,zarazettirazr ketua bpip menkes kompak diam berjamaah,no
16755,febri 1717 elsa 8181 itukan virus menkes,no
16756,gajahpolkadot poin singapur maju segi medis dijadikan tolok ukur kuota ngeladenin nyolot mas udah tau info terkait penanganan virus corona sayangkan nya statement gak menkes,no
16757,even menkes dr terawan udh menempuh tahunan jalanin pendidikan jd dokter ttp diremehkan rakyat ngasih pernyataan a rakyat dg mudah nganggep lelucon konyol org yg berkompeten wow,yes
16758,raj4purwa yaudah menkes gidah pergi kedaerah terpapar corona takabur orang,no
16759,zarazettirazr mgkin niatny biar rakyat tdk bgtu tkut tpi syangny kosakata beliau terbtas utk mngucapkn it terdngar ap yg beliau ucapkn bkn ucpn menkes,no
16760,urusin banjir aja aniesbaswedan dibantu gak urusin corona kompetensi ente biar menkes team nya aja yg urusin corona ok https t co yl8jt6zztw,no
16761,iya sih bener sehat gausah pakai masker ning yo mencegah mengobati menkes gayeng lho kowe,no
16762,detikcom duuhh ya allah menkes aja be gini yaa gy psgy psgy ps,no
16763,zarazettirazr dokter wuhan belajar menkes https t co xmivevgm4c,yes
16764,tewetiwi bananahoe liat aja yg baru2 yasonna aja salah kasi info keberadaan harun masik ku jdi ga menutup pemerintah salah presiden menkes orang yg langsung menangani si pasien yg kasi stetmen,no
16765,temulaw71417452 gab wisnu ziauddin st panca66 abetpunx tulisan nya pemerintah lo menkes rekomendasi dr menkes tp yg berhak menentukan masuk nya wna wewenang nya wna dunia dr china aja klo dpt info dr medsos referensi dr literatur ya pikiran nya ala medsos jg,no
16766,datuakrajoangek herrreza setuju ajah kaum yg gk percaya omongan menkes nya,no
16767,geloraco menkes udah bilang tanggung perintah,no
16768,nih menkes baca https t co rzpa7t3qgt,no
16769,pencegahan virus corona udara bebas masker kecuali mantri kesetanan gy gy gy coronabukaborokrezim coronabukaborokrezim https t co 56jtitn9ro,yes
16770,masyarakat sedia stok masker dirumah beli aja harga 5 kali lipat dibeli menkes orang sakit masker orang sehat petugas medis punten slurr membutukan stok masker habis,yes
16771,rmol id corona pencegahan nya anies dibantah menkes dibully buzzer bayaran diancam pidana hoax eh diakui jokowi gy a,yes
16772,dukecondet yg diberitakan diisolasi sehat2 makan menkes buktiin sih pasien yg suspect riwayat nya hbs dri negeri kondisi nya drop knp blm hsl test nya,no
16773,yvanchristian kalo liat gimana pemerintahan yg transparan liat web menkes singapore mwnurut gw negara yg menangani resiko corona terbaik,no
16774,zarazettirazr diungsikan wuhan aja si menkes gak gy agy a ngomong ga mulu dr kmrn,no
16775,detikcom bikin headline mutu gak clickbait bikin orang kesel si narasumber gak ngomong kayak gitu kemaren menkes seakan menggampangkan virus corona https t co u8nkwb6tht,no
16776,kemenkesri logika nya petugas rumah sakit depok terjangkit virus corona karn menangani pasien virus sehat kali tolong dipertimbangkan pernyataan nya menyngkut nyawa klw biar menkes dtg jenguk korban virus pelindung,yes
16777,dimasp nya coba menkes ya dagelan emang,no
16778,semoga ditiru jokowi mohmahfudmd tolong bilang menkes terawan jgn bacot wacana ambil langkah darurat suruh mundur aja gak becus https t co 67cvr93xl5,no
16779,pas menkes blg panik corona org2 pd marah emg salah nya dimana si menkes hrs blg trs pas negara2 pd kena corona indo belom org2 blg yg ditutup2in ya kl emg blm dibilang ni org2 gbs ya kl ga negative thinking,no
16780,vivacoid menkes nya hoax gak tuh 1 m nya siapin dehh https t co 40mtlp4wf0,no
16781,graharaya bpsharons qeparatt kbenaranhakiki rony70340823 cnnindonesia gak percaya sekelas menteri koordinator menyepelekan perkembangan virus berkedudukan menkes sebarkan info gak bener sabar aja berbagi ilmu nya https t co sf80c1cwjj,yes
16782,gue presiden menkes trs gw ngtweet tokopedia bukalapak lazadaid bliblidotcom shopeeid penjual yg jual masker seharga motor tenggelamkan aja banned seumur hidup min kira2 3,yes
16783,nandagustiann ihzzarafs cnnindonesia kaga kalo ga mah gw dah jilat2 pantat menkes,no
16784,menkes ri bilang masker orang yg sehat diketawain menteri singapore bilang yg diulang2,yes
16785,menkes nya keren deh sumpah w gak sarkas ya emang keren cuman nya butuh anis jdin jubir nya biar ya gitu wkwkwk,no
16786,eeee ni congor2 yg ngeremehin menkes kemareen gue uleg mulutlu yaa https t co etb9onavvy,no
16787,urusan corona serahkan kpd menkes gubernur dki fokus kpd musim hujan banjir https t co 3tdj87z5vw,yes
16788,erna st menkes virus corona sembuh berita kematian hoax,yes
16789,syncsthcsia simpel kebijakan publik gk bikin panik kebijakan menkes ku dukung kalo,no
16790,zarazettirazr padahl mantap tuh menkes m3nkes santuygy gy,no
16791,jansen jsp menkes bs sembuh,no
16792,fadlizon woy menkes jgn takabur ya cangkem mu nganga mudah mudahan lho kena corona utk contoh,no
16793,zarazettirazr menkes smntara kandangin aja bikin ribut mulu,no
16794,media menuliskan pernyataan menkes kemenkes rajin bikin rilis amp ngobrol dgn pekerja media mengandalkan door stop https t co jstazwc0on,no
16795,do ra dong mudah2an menkes merasakan virus corona tuk membungkam mulut nya,no
16796,tan markonah cocot mu menkes gua sumpel pake seblak nih,no
16797,sesuai arahan menkes suspect virus corona meninggal cianjur viruscoronaupdate coronavirusupdate https t co 7z8exww2ek,yes
16798,corona sekian indonesia emang bener bener dah birokrasi indonesia corona sampe gitu ngurus perijinan nya,no
16799,powerfulyeoja afrkml reddust kompascom periksa lgi d rumah sakit sktr tmpat tinggal y hasil pemeriksaan y positif virus corona tp ttap bersikeras klau virus corona ttap prgi k gereja alasan y y d beritahu sma pendeta d gereja d klau sakit krn ibadah y dripda periksa,no
16800,chungha dikarantina terkait virus corona dites hasilnyaak https t co cmprbkpfgi,yes
16801,jokowi mfud indonesia bebas corona piye to,yes
16802,dennysiregar7 isu corona basi dasar buzzer recehan https t co fkjqmsjvye,no
16803,fikriqq corona virus orang bang plek dri negara,no
16804,noeroelhoeda2 kenyataan nya pemkot depok diam warga nya yg positif corona https t co mahqk5tw0d,yes
16805,sukabetkopi jejelin corona ngakak donggy,no
16806,pening ngurusin corona kalo udah nya mati ya mati aja ribet dah lo mending jualan https t co chvemuknjc,no
16807,curhat nt warga depok berhenti sebar berita melenceng virus corona https t co ormbeeytty https t co x9ytcpssh1,yes
16808,wahhh gaswat cc menkes https t co wuozg752o3,no
16809,fyi video who disana bilang pake masker si sehat pake masker emang si sakit terpaksa keramaian menkes singapura bilang sering2 menyentuh wajah,no
16810,menkes sembuh istana perketat pengamanan takut penyebaran virus gy gy gy gy gy kopimanakopi https t co tvhxxsh5bz https t co jltgbfmryg,yes
16811,update yg berkaitan dgn penyebaran virus corona https t co hj9b9kbj7w,yes
16812,cursedkidd pnyakit corona ny,no
16813,hujandisenja hand sanitizer antibakteri anti virus corona,yes
16814,leader rapper media pinter ngajak omong menkes tau dibelokin kemana2 emng doi tim pr cin biar diarahin ngmg nya,no
16815,stevaniehuangg menkes jgn suka takabur,no
16816,nrzahsn pandji tambahan aja sblm beliau menkes history https t co wtcil969m7,no
16817,geiszchalifah hoax mentri bg jgan percaya indonesia kebal coronagy gy gy,no
16818,jokowi corona mulu,no
16819,edimaha233 tpi sih untung nih tpi pasar anjlok toko tutup bangkrut uang gak kepake deh eh kena corona,yes
16820,disaat indonesia barat disibukkan corona saudara2 indonesia timur khawatir ulah nyamuk angka korban menyeramkan dibanding corona hati2 skr ideal nyamuk berkembang biak https t co k0uuzfyt6f,yes
16821,dennysiregar7 nutrisi6 kena virus corona si kremping gimana kegot nyari bantuan tikus got cebong empang utk menepis menyebar kabar bohong malu,no
16822,https t co cgfwov78ir mahfud kepala daerah cari panggung corona,no
16823,darisini paham knapa pemerintah arab saudi gangijinin turis asing negara negara yg terjangkit virus corona yg blum terjangkit virus beribadah karna mencegah mengobati karna kalo kcolongan 1kali aja patal,yes
16824,https t co jvc7wd897w bpjsmelayani lupa rajin rajin cuci tangan lo rek gy minum vitamin,no
16825,shachaur menunggu berita membeli pabrik hand sanitizer persiapan menghadapai virus corona,no
16826,yg dituduh menimbun ditindak polisi kalo ekspor maksud nya ekspor jualan online gimana serius nanya https t co efwuu4fbnc https t co o6pvkligjy https t co l8uaflgp13,no
16827,sigap cegah virus corona anies keluarkan ingub waspada corona jajaran pemprov dki https t co 6lzd2ae28n,yes
16828,bener bener lemas tubuh raja yunan tan kim seng yunan kamtibmas mitra kamtibmas indonesia infomasi kabar negara terjangkit virus corona raja yunan berbuat berdoa negara menanggung biaya pemberantas corona https t co da51aodega,no
16829,nya corona virus tetep ku butuh masker ku alergi debu polusi kalo jalan bersih2 rumah aja pake masker gegara virus ni masker langka https t co bwoif4c2dt,no
16830,cerah gy f can t help but start to careful with anything https t co ann5cj36rt,no
16831,jr kw19 depok https t co b62fl0vp9r mesti gmn donk gy semoga keluarga mu gak kena ya,no
16832,presiden jokowi umumkan pasien indonesia positif terjangkit virus corona https t co wapgihjuhu https t co oopl9tbqed,yes
16833,stay safe and healthy my moots corona udah masuk indonesia belom anak kepapar nya udah sebulan tp kedeteksi skrg gatau sebulan udah ketemu lg gy y,yes
16834,konon nya kandungan jahe merah menguatkan sistem imun virus corona mudah masuk tubuh https t co kuwc9jpudf,yes
16835,zulfanep belvageniosa lnclinda masker yg sakit seht terhndr dri virus corona cuci tgn pke sabun sesering mgkn mnjalani pola hdp sehat,yes
16836,batal umroh virus corona wajib bayar dam link https t co qti2nfa4wv uraian artikel lengkap penulis mengangkat kepermukaan niat penopang berniat https t co r3g3cjl1ek,yes
16837,detikcom detikfinance jualan dikasih corona duluan aja gimana cari cuan gini amet sihgy,no
16838,langkah tim tanggap covid 19 halau corona jakarta https t co 7vlh04vmu7 https t co hwuavef4bg,yes
16839,tissuetoilet pffffl nanya doang ka indonesia beragam bahasa nya ak beneran mmf kalo mengganggu,no
16840,andi dwan15 zoelfick gue pancasila political philosphy mendasar udah dimiliki warga indonesia so tertulis hal2 pancasila dijalankan warga nya terlepas apapun agama,no
16841,wuhan coronavirus indonesia pameran iims 2020 jalan darisuara,yes
16842,new post ide desain ruang kerja rumah betah semangat percetakan online indonesia,no
16843,achmads41624346 ongisnadenet sik dinas lur sing tanda tangan iso pisan ganok pelicin e koyok ndek indonesia sik puter2,no
16844,vivacoid gak gak pengusaha china yg sampek yg distribusi indonesia percepat tagihan pinjaman,no
16845,indonesia tanda merah,no
16846,dojo dtc kyokushinkai fighter indonesia ayoo daftarkan putra putri mengasah mental fisik rabu 16 00 19 00 wib info pendaftaran senpai hadi 0823 1177,no
16847,nya 2 corona indonesia masker diburu harga nya melambung komisioner komisi pengawas persaingan usaha mengimbau masyarakat panik salah mempengaruhi nya harga masker kepanikan warga smartnews kompascom,yes
16848,yuk lawan corona cek salamalatr covid 19 mediamonitoring,no
16849,dr tompi jokowi sejutu orang sibuk mencegah peyebaran virus corona mencari keuntungan pribadi masker jgn dijadikan ekonomi aduh,yes
16850,rebutan masker takut virus corona andai allah tampakkan neraka wanita rebutan hijab tutup aurat nya,yes
16851,jokowi capek2 nutupin identitas dimana orang yg positif corona dirawat eh blowup abis2an media netizen oakaoakaoakoak,yes
16852,kilat geely kembangkan penangkal virus corona mobil 20 geely icon mobil fitur penangkal virus corona fitur nya dikembangkan 20,yes
16853,d0kyeoming gegara corona meren tehhh,no
16854,kiro dodo ku sesek mergo virus corona jebule loro ati coronavirusupdate,no
16855,ya sempurna eropa berjalan penonton thailand ditetapkan penonton pikir keselamatan nomor dipikirkan,no
16856,redzuannewsmpb athirubyjane penaruh corona virus ni,no
16857,waspada virus corona pemkab blora gelar rakor kesiapan,yes
16858,meriang tetep ngantor sayur buah jamu coklat ikan gue makan gak takut corona emang gue rakus aja,no
16859,corona kalo diliat tingkat kesembuhan lau muda ngerokok kek nya kayak flu aja gak sih,no
16860,statement merokok peringatan menyebabkan kematian tetep merokok virus corona takut nya mati mati pilih pilih salah tweet berseliweran,yes
16861,konco ku ora percoyo ono virus corona dee lueh percoyo nek berharap karo menungso ki sio sio,no
16862,jamaah haji berangkat kesehatan nya antisipasi corona,yes
16863,bbc news indonesia bisnis berumur ratusan bertahan jepang,no
16864,gak harga nya emng klo udh indonesia salutt saluttt,no
16865,stevaniehuangg indonesia surga nya dunia,no
16866,k1r4n14 naoliviea qiran14yra hamzahalfansu13 lemajeste1010 belilah masker produk indonesia rezimtutupicorona rezimtutupicorona,no
16867,jang sampe virus corona menggerus empati jang lupa jaga temans,no
16868,virus corona dh dpk anjnk jd mls kluar rmh,no
16869,mobil china diklaim tangkal virus corona geely meluncurkan suv bernama icon diklaim menangkal virus corona mobil memiliki alat mengusir virus bakteri,yes
16870,detikcom sesuai uud pasal 29 g uu no 14 2008 keterbukaan informasi publik instruksi presiden kemarin mesti nya walkot depok dihukum menyebarkan identitas pasien,yes
16871,detikcom maklumin aja walkot depok tipikal yg,no
16872,cnnindonesia kalimat utuh barang kali keliru pemahaman ketakutan berlebih lebihan gitu tuhan virus bikinan tuhan doa tuhan mudah mudahan depok aman depok sehat suka pemda depok ttp fair,no
16873,kilat geely kembangkan penangkal virus corona mobil 20 geely icon,yes
16874,12 59 pamwal depok strongpoint seputar kampus gunadarma raya terpantau dikedua arah ramai lancar tmcpoldametro ntmclantaspolri,no
16875,kpopstorefess shopee ku freeong dom depok udah pengalaman packing yuk kerjasaman nder dm aja,no
16876,tapibukanfrozen wkwkw gua ga temenan ama orang depok,no
16877,zarazettirazr yg empud emde ya anies walikota depok,no
16878,irurrahmann uniqlo bekasi tutup wan yg depok,no
16879,detikcom lhaa walkot depok sekolah duduk nya dibelakang kali yaak otak nya ketinggalan kelas,no
16880,miraclemile11 walkot depok dibandingin,no
16881,jntexpressid hallo admin ya kurir ngirim paket bogor alamat didepok mohon bantuan nya admin resi jp2809090147 depok ga ya terimakasih,no
16882,bukansass depok kena,no
16883,papamudaberbagi kandangbant3ng depok ameerabagitas,no
16884,ninerionine badmintontalk yu wni cabang depok,no
16885,wali kota wakil walikota depok buka lomba festival kompetisi tingkat kota,yes
16886,yg kena corona depok yg chaos beli masker bahan makanan jakarta,yes
16887,jaemcna dom depok yg nana,no
16888,alterbase18plus nya depok,no
16889,candanjoon depok mauu warna hijauu,no
16890,firyadilla ujan ya fir depok,no
16891,depok pinis bingitt,no
16892,4 tetangga 2 pasien positif virus corona depok status pemantauan tetangga menjalani pemeriksaan berkaitan virus viruscorona,yes
16893,promo boking siang open bo area depok ya gaes yg isi slot boking buruan yg atur wajib dp include room bebas crot sepuas nya free massage special rate amp special service rr by dm no wa 081355605096,no
16894,ayo butuh pengiriman via jne depok silahkan wa call 0856 8000027 pick up loh gratis,no
16895,mukenahhh sunnyjimin depok bngt menang ga yaallah,no
16896,nananovita30 detikcom hmmmm nya staff menteri yg melarang pejabat depok mengumumkan trus pasien tdk dikasihtau dokter nya dll amatir yg korban ya pasien nya jgn menyalahkan aja,yes
16897,mariaandromeda salah an salahin aja pabrik masker yg naikin harga sensi,no
16898,ysyvto tpi berinteraksi 50 orang depok nya,no
16899,pempekgorenk yg kena corona depok aj udh diisolasi rumah sakit anying sunter,no
